,Unnamed: 0,_id,NickName,Gender,Province,City,BriefIntroduction,Birthday,VIPlevel,Authentication,URL,Num_Tweets,Num_Follows,Num_Fans,SexOrientation,Sentiment
6945,6945,6585926608,用户0093757733,男,北京,东城区,,,未开通,,http://weibo.com/u/6585926608,10.0,91.0,5.0,,
6946,6946,6578111387,用户9355637585,男,北京,东城区,,,未开通,,http://weibo.com/u/6578111387,2.0,628.0,35.0,,
6947,6947,5081344212,带你做回小蛮腰,女,福建,福州,轻松月瘦15-30斤，不节食、不运动~,1995/4/6 0:00:00,未开通,,http://weibo.com/u/5081344212,432.0,3503.0,596.0,,
6948,6948,6130000319,宋子复丶oo,男,广东,广州,,1993/6/6 0:00:00,1级,,http://weibo.com/u/6130000319,119.0,2879.0,88.0,,
6949,6949,6539333425,用户6539333425,女,海外,韩国,,,未开通,,http://weibo.com/u/6539333425,9.0,1509.0,69.0,,
6950,6950,3150651307,WanG_MeiQi_-,女,北京,东城区,,,未开通,搞笑视频自媒体,http://weibo.com/u/3150651307,48.0,1566.0,3409.0,,
6951,6951,5803275290,嫣然依你,男,江西,,,,未开通,时尚美妆视频自媒体,http://weibo.com/u/5803275290,26.0,627.0,4934.0,,
6952,6952,6064347804,时之屋bbe,女,江苏,,有些感情会随着时间越来越浓烈 就像陈年的老酒 越老越有味道,1981/10/8 0:00:00,1级,普洱金孔雀文化传播有限公司 客户经理,http://weibo.com/u/6064347804,59.0,4860.0,2889.0,,
6953,6953,5292432083,吥説拜拜东,女,广东,广州,女人需要去爱自己！不要把自己的爱全部寄托在一个男人身边，保养自己，爱自己，宠自己,1997/6/22 0:00:00,未开通,美妆博主,http://weibo.com/u/5292432083,90.0,3878.0,1095.0,,
6954,6954,6452969922,崇拜pt,女,江苏,,,1997/8/23 0:00:00,未开通,,http://weibo.com/u/6452969922,8.0,2998.0,147.0,,
6955,6955,5041530526,明朗意,女,其他,,应该相信，自己是生活的战胜者。,,未开通,,http://weibo.com/u/5041530526,66.0,2957.0,566.0,,
6956,6956,6419920324,澳凯俪-第9站,女,青海,西宁,澳凯俪韩国半永久化妆 韩式一字眉 美瞳线，发际线，冰点脱毛，预约V信：AKL7785,2006/7/7 0:00:00,未开通,奥凯利美容官方微博,http://weibo.com/u/6419920324,177.0,581.0,6347.0,,
6957,6957,6570822674,画中妆容_SissYS,男,湖南,,,2001/5/28 0:00:00,未开通,,http://weibo.com/u/6570822674,12.0,602.0,36.0,,
6958,6958,6562506381,猜测思韵捕捉巧,女,四川,,,1982/9/10 0:00:00,未开通,,http://weibo.com/u/6562506381,51.0,218.0,52.0,,
6959,6959,5548737469,少女心稚,女,广东,,往后余生 我只要你,1999/3/25 0:00:00,1级,,http://weibo.com/u/5548737469,31.0,1539.0,3191.0,,
6960,6960,6022355911,畅快轩然IXT7,女,广东,揭阳,,1988/5/5 0:00:00,未开通,,http://weibo.com/u/6022355911,574.0,1548.0,82.0,,
6961,6961,6020556852,昵丶称什么鬼啊,女,广东,佛山,愿你被这世界温柔相待,1980/7/3 0:00:00,未开通,,http://weibo.com/u/6020556852,619.0,2511.0,94.0,,
6962,6962,5078006837,沉着的肉肉,女,广西,,,,未开通,财经视频自媒体,http://weibo.com/u/5078006837,63.0,1306.0,8834.0,,
6963,6963,6152925178,Niki瘦身馆,女,上海,黄浦区,,1988/3/17 0:00:00,1级,音乐视频自媒体,http://weibo.com/u/6152925178,29.0,3776.0,1165.0,,
6964,6964,6526253978,浅蓝淡雅_edward,女,广东,,,1990/10/18 0:00:00,未开通,,http://weibo.com/u/6526253978,26.0,1940.0,113.0,,
6965,6965,5890141235,鱼猎犹鱼,女,云南,文山,,1988/7/6 0:00:00,1级,,http://weibo.com/u/5890141235,330.0,406.0,541.0,,
6966,6966,6240212520,用户6240212520,女,广东,深圳,只想不向人伸手拿钱,1983/7/20 0:00:00,未开通,,http://weibo.com/u/6240212520,149.0,569.0,33.0,,
6967,6967,6386573135,奢侈品包包复刻2012,女,辽宁,鞍山,专业女包  工厂批发直销  超低价100一200,,未开通,,http://weibo.com/u/6386573135,468.0,701.0,170.0,,
6968,6968,5242224953,Mr_源小姐,女,河南,,,,未开通,,http://weibo.com/u/5242224953,119.0,204.0,55.0,,
6969,6969,6539708789,用户6539708789,女,海外,韩国,,,未开通,,http://weibo.com/u/6539708789,4.0,2591.0,54.0,,
6970,6970,6259782157,壹减1CM的立体空间,女,海外,,多巴胺后遗症,1990/12/5 0:00:00,未开通,,http://weibo.com/u/6259782157,285.0,269.0,38.0,,
6971,6971,5938703133,憨厚的科研687,男,吉林,长春,一直都有一颗不安分的心,1989/10/18 0:00:00,未开通,,http://weibo.com/u/5938703133,28.0,152.0,38.0,,
6972,6972,5854653542,yyye小敏,女,安徽,巢湖,,1997/2/1 0:00:00,未开通,,http://weibo.com/u/5854653542,4.0,225.0,188.0,,
6973,6973,6486373246,晓雨初晴101,女,广东,揭阳,,1997/8/9 0:00:00,未开通,,http://weibo.com/u/6486373246,395.0,324.0,26.0,,
6974,6974,6538677657,为小选激情打call,男,其他,,,1993/2/14 0:00:00,未开通,,http://weibo.com/u/6538677657,739.0,194.0,43.0,,
6975,6975,5892083555,祖齐婚祖妈,男,浙江,,每天都开心，幸福就好,1979/8/1 0:00:00,1级,,http://weibo.com/u/5892083555,23.0,965.0,985.0,,
6976,6976,6577767815,用户9355429613,男,北京,东城区,,,未开通,,http://weibo.com/u/6577767815,2.0,46.0,35.0,,
6977,6977,6577819440,用户9370142310,男,北京,东城区,,,未开通,,http://weibo.com/u/6577819440,4.0,571.0,36.0,,
6978,6978,6578134683,用户9363811392,男,北京,东城区,,,未开通,,http://weibo.com/u/6578134683,4.0,625.0,41.0,,
6979,6979,6016335156,有nail腹肌的疯子,男,云南,文山,一句特别靠谱的话：维持友情的秘诀在于分寸感。,1996/7/20 0:00:00,未开通,,http://weibo.com/u/6016335156,278.0,805.0,67.0,,
6980,6980,6000114364,近来军中拍掌,男,河南,周口,,,未开通,,http://weibo.com/u/6000114364,207.0,1156.0,57.0,,
6981,6981,6567395599,冷眼看狗装11890,男,河北,邯郸,喜爱交友，想做一个傻子（因:再牛逼的梦想，也抵不过傻逼般的坚持）我是一个有梦想的人😂 😂,2001/12/1 0:00:00,1级,,http://weibo.com/u/6567395599,7.0,61.0,16.0,,
6982,6982,5936271779,河南大蒜妹子,女,河南,,我是一个爱美爱时尚的小公举哦，么么哒,1988/3/12 0:00:00,2级,,http://weibo.com/u/5936271779,132.0,62.0,26.0,,
6983,6983,6520668486,西安寇源商贸有限公司官网,女,陕西,西安,西安寇源商贸有限公司,1988/4/2 0:00:00,2级,,http://weibo.com/u/6520668486,9.0,134.0,33.0,,
6984,6984,3123555604,敏新乄拉风灬阿狸b_o,女,四川,宜宾,,01-01,未开通,,http://weibo.com/u/3123555604,2.0,79.0,21.0,,
6985,6985,2736331542,风吹牡丹开,女,重庆,永川区,远看一朵牡丹花，近看牡丹花她妈,1979/5/1 0:00:00,未开通,,http://weibo.com/u/2736331542,5.0,113.0,15.0,,
6986,6986,6575602740,道可道非常道go雁,女,其他,,不要等待机会，而要创造机会。,,未开通,,http://weibo.com/u/6575602740,40.0,76.0,67.0,,
6987,6987,6567481294,瓜木里,女,四川,南充,木里,1988/10/15 0:00:00,未开通,,http://weibo.com/u/6567481294,6.0,184.0,26.0,,
6988,6988,6468191800,落雁钦仰昼夜,女,云南,保山,,2000/5/7 0:00:00,未开通,,http://weibo.com/u/6468191800,8.0,1879.0,148.0,,
6989,6989,3196268607,R张娜,女,天津,静海县,,,未开通,,http://weibo.com/u/3196268607,1447.0,826.0,543.0,,
6990,6990,6457372971,素雅甘苦忧愁,女,湖南,娄底,,1975/11/2 0:00:00,未开通,,http://weibo.com/u/6457372971,8.0,1956.0,129.0,,
6991,6991,6523207816,幽香黯淡思索,女,湖南,,,1982/9/7 0:00:00,未开通,,http://weibo.com/u/6523207816,2.0,2160.0,34.0,,
6992,6992,5722612964,holyshit男人不能说不行,男,广东,,,,未开通,,http://weibo.com/u/5722612964,579.0,371.0,48.0,,
6993,6993,2119175022,旌_to-the-end,女,北京,海淀区,做一个精致的女子。。。,1991/8/18 0:00:00,未开通,,http://weibo.com/u/2119175022,2235.0,265.0,165.0,,
6994,6994,5242692133,我的班主任不让讲,女,青海,西宁,迟迟钟鼓初长夜，耿耿星河欲曙天,1999/9/8 0:00:00,未开通,,http://weibo.com/u/5242692133,134.0,390.0,54.0,,
6995,6995,6033630870,钻探结伴塞族,男,湖北,咸宁,,,未开通,,http://weibo.com/u/6033630870,202.0,1054.0,65.0,,
6996,6996,3188545143,Oliviafair,女,北京,西城区,,,未开通,,http://weibo.com/u/3188545143,324.0,102.0,44.0,,
6997,6997,5657992789,你自言自语的样子_真丑,女,其他,,,0001-00-00,1级,,http://weibo.com/thy0919,2.0,132.0,38.0,,
6998,6998,6582529481,吴芮漪,女,海外,马来西亚,,,未开通,,http://weibo.com/u/6582529481,11.0,379.0,47.0,,
6999,6999,6602354832,美印照片书38包邮,男,浙江,,,1983/7/17 0:00:00,1级,,http://weibo.com/u/6602354832,5.0,122.0,29.0,,已婚
7000,7000,2170288355,张小雪等一个人陪我走遍全世界,女,北京,海淀区,愿被这世界温柔以待,1992/11/7 0:00:00,未开通,,http://weibo.com/baobeibuguaixueer,340.0,195.0,959.0,异性恋,
7001,7001,6539684187,用户6539684187,女,海外,日本,,,未开通,,http://weibo.com/u/6539684187,6.0,2594.0,73.0,,
7002,7002,6154869089,-LENTIGO,女,黑龙江,鸡西,亲昵,1998/12/11 0:00:00,2级,,http://weibo.com/u/6154869089,7.0,146.0,33.0,,
7003,7003,6575429545,鞭号是9527,女,四川,,9527,,未开通,,http://weibo.com/u/6575429545,147.0,673.0,477.0,,
7004,7004,1936139987,香港NikeAdidas品牌代购招代理,女,上海,,童叟无欺的小代购一名☞,1992/1/25 0:00:00,5级,,http://weibo.com/u/1936139987,1911.0,13924.0,7442.0,异性恋,
7005,7005,2794515043,滋滋zizipig,女,浙江,,……,1994/12/3 0:00:00,1级,,http://weibo.com/u/2794515043,417.0,691.0,2408.0,,
7006,7006,5254117779,蝴蝶没有药,女,广东,广州,终于说服自己不歧视异性恋了，感觉自己萌萌哒,2014/8/16 0:00:00,3级,广州莱可映相传媒有限公司签约艺人,http://weibo.com/u/5254117779,937.0,121.0,16649.0,,
7007,7007,1733730927,玖玖歸壹乐园_232,男,广东,,,0001-00-00,未开通,搞笑视频自媒体,http://weibo.com/u/1733730927,414.0,2021.0,377.0,,
7008,7008,1596931083,帕丽扎提Parissa,女,北京,,淘宝店：金苹果帕丽扎提；公众号：兔儿宝唠嗑呢。工作业务联系林女士，电话：186-6483-9809，邮箱：appleparissa@163.com,,6级,瑞丽服饰美容首席模特，曾代言资生堂彼嘉松下三得利等。 微博签约自媒体,http://weibo.com/palizhati,4388.0,232.0,3002454.0,,
7009,7009,6371930892,刘祖康best,女,广东,广州,,1999/8/8 0:00:00,未开通,,http://weibo.com/u/6371930892,90.0,1051.0,48.0,,
7010,7010,5146916915,Yy_wuooo,女,吉林,松原,祸莫大于不知足  咎莫大于欲得,1996/8/9 0:00:00,1级,,http://weibo.com/u/5146916915,403.0,178.0,1476.0,,
7011,7011,2803745690,V5王哆啦,男,其他,,,,未开通,,http://weibo.com/u/2803745690,2383.0,4874.0,350.0,,
7012,7012,5203599151,MissVintageOlivia涵,女,安徽,安庆,,,未开通,搞笑视频自媒体,http://weibo.com/u/5203599151,91.0,1842.0,1015.0,,
7013,7013,6577574913,转念成空_CHLing,男,上海,,,1998/3/7 0:00:00,未开通,,http://weibo.com/u/6577574913,6.0,417.0,22.0,,
7014,7014,6578209605,用户9378160813,男,北京,东城区,,,未开通,,http://weibo.com/u/6578209605,4.0,630.0,47.0,,
7015,7015,6491440339,哀怨dispa6491440339,女,河北,沧州,,,1级,,http://weibo.com/u/6491440339,1.0,3286.0,46.0,,
7016,7016,5888408451,温靠日温病主,男,福建,三明,快速🔜出单,1985/4/22 0:00:00,1级,,http://weibo.com/u/5888408451,22.0,4351.0,4897.0,,
7017,7017,6577683406,刺澜p_翠柔,女,甘肃,,,1997/5/21 0:00:00,未开通,,http://weibo.com/u/6577683406,4.0,671.0,53.0,,
7018,7018,5148128458,TAO子四件套,女,四川,成都,成都女一枚，全棉四件套，质量不多说，喜欢的加,,未开通,,http://weibo.com/u/5148128458,6878.0,1080.0,391.0,,
7019,7019,6302084058,外拍但觉景物a,男,北京,大兴区,,,未开通,,http://weibo.com/u/6302084058,234.0,1635.0,31.0,,
7020,7020,6578086768,用户9346667248,男,北京,东城区,,,未开通,,http://weibo.com/u/6578086768,2.0,599.0,51.0,,
7021,7021,6559481606,有一种执着叫无可取代梦,女,福建,福州,在任何科学上的雏形，都有它双重的形象：胚胎时的丑恶，萌芽时的美丽。,,未开通,,http://weibo.com/u/6559481606,84.0,161.0,134.0,,
7022,7022,1483556355,e-怪阿姨,女,辽宁,阜新,✌,金牛座,未开通,,http://weibo.com/u/1483556355,18.0,76.0,14.0,,
7023,7023,2070085050,Ecvi_682,女,云南,,,01-01,未开通,,http://weibo.com/u/2070085050,313.0,985.0,88.0,,
7024,7024,5973240956,亦如是德亿曲,女,广东,东莞,,,1级,财经视频自媒体,http://weibo.com/u/5973240956,19.0,995.0,1667.0,,
7025,7025,3795292991,左右纪_少女心,女,广东,深圳,【左右纪】微博女性情感达人！爱生活！永远不停歇的少女心！,2016/4/19 0:00:00,1级,舞蹈视频自媒体,http://weibo.com/u/3795292991,89.0,3334.0,3422.0,,
7026,7026,6350933267,林圆女_kydnqc,女,湖南,,亲善产生幸福，文明带来和谐。,,未开通,搞笑视频自媒体,http://weibo.com/u/6350933267,16.0,1623.0,4523.0,,
7027,7027,5945523429,雩yhl1225,女,江西,吉安,外表不易相处，实则心地善良,,1级,,http://weibo.com/u/5945523429,560.0,1308.0,321.0,,
7028,7028,2596462334,哈尔滨搜号网,女,北京,,专业号码交易平台，选购号码请进（www.1390.so）客服电话/微信：13957666963 客服QQ：744805543,1990/8/20 0:00:00,未开通,哈尔滨搜号网1390.so官方微博,http://weibo.com/u/2596462334,6666.0,4527.0,13928.0,,
7029,7029,6171146382,醉蝶-Riame,女,宁夏,,,,未开通,,http://weibo.com/u/6171146382,5.0,1896.0,80.0,,
7030,7030,3513250140,林枫雨轩_260,男,江苏,,(●––●)购鞋➕8号店铺微信️：chen526634 潮鞋的搬运工,1986/6/19 0:00:00,1级,搞笑视频自媒体,http://weibo.com/u/3513250140,210.0,7997.0,10443.0,,
7031,7031,5502080742,卖瓜阿婆一米八,女,青海,西宁,,1999/7/28 0:00:00,未开通,,http://weibo.com/u/5502080742,5.0,30.0,32.0,,
7032,7032,6482316803,supplemen6482316803,女,黑龙江,,,,1级,,http://weibo.com/u/6482316803,123.0,846.0,121.0,,
7033,7033,6541316319,太阳朴_k329,女,海外,印度,,,未开通,,http://weibo.com/u/6541316319,4.0,2097.0,53.0,,
7034,7034,6322676892,许赵三月,男,山东,,与卿再世相逢日，玉树临风一少年。,1994/8/29 0:00:00,1级,,http://weibo.com/u/6322676892,51.0,402.0,267.0,,恋爱中
7035,7035,5924843557,IO视觉全球旅拍丽江店,男,其他,,,,4级,三亚IO视觉婚纱摄影丽江店,http://weibo.com/u/5924843557,1588.0,3141.0,22337.0,,
7036,7036,6599372430,鑫鸿-胡蝶,女,四川,成都,学历提升、一二建培训、九大员培训、评工程师职称、代打技工证、建筑类证书挂靠,1995/4/17 0:00:00,未开通,,http://weibo.com/u/6599372430,15.0,608.0,474.0,,
7037,7037,6112086140,殷打的-xj,男,广东,广州,,1993/6/6 0:00:00,1级,,http://weibo.com/u/6112086140,110.0,1385.0,56.0,,
7038,7038,1349032190,Nice-ours,女,其他,,期待相似的你 vx:cu-wy16,2017/10/5 0:00:00,未开通,,http://weibo.com/u/1349032190,12.0,300.0,2109.0,,
7039,7039,6490515836,备胎4776490515836,女,湖北,武汉,,,未开通,,http://weibo.com/u/6490515836,10.0,2773.0,163.0,,
7040,7040,6574338365,中逅的水不拳以有house,男,广东,,,1995/8/8 0:00:00,未开通,,http://weibo.com/u/6574338365,0.0,981.0,78.0,,
7041,7041,5025404035,9吵酞0a狱,男,湖南,娄底,,1955/9/6 0:00:00,未开通,搞笑视频自媒体,http://weibo.com/u/5025404035,295.0,1876.0,620.0,,
7042,7042,6596419033,用户6596419033,男,新疆,,,2016/12/24 0:00:00,未开通,,http://weibo.com/u/6596419033,4.0,700.0,25.0,,
7043,7043,3126960967,米色纽扣,女,其他,,,0001-00-00,未开通,前 瑞思文化传播有限公司销售总监,http://weibo.com/u/3126960967,41.0,1500.0,5230.0,,
7044,7044,6021396589,pzsyanshu,男,重庆,忠县,速热的人也速冻 慢热的人最长情,1981/10/13 0:00:00,未开通,,http://weibo.com/u/6021396589,635.0,2313.0,97.0,,
7045,7045,5371265198,神首集团公主家璐璐,女,其他,,咨询+V号   MXC960377478,双子座,未开通,,http://weibo.com/u/5371265198,22.0,648.0,172.0,,
7046,7046,6577944459,用户9391314234,男,北京,东城区,,,未开通,,http://weibo.com/u/6577944459,4.0,676.0,43.0,,
7047,7047,5857546873,LBJ艹,男,广东,,,1990/1/4 0:00:00,未开通,,http://weibo.com/u/5857546873,58.0,221.0,16.0,,
7048,7048,3018855635,淩亂華麗2012,男,福建,厦门,——,1987/1/4 0:00:00,未开通,,http://weibo.com/u/3018855635,164.0,470.0,68.0,,
7049,7049,5862971362,美丽的大长腿的世界我不懂,女,云南,大理,,金牛座,未开通,,http://weibo.com/u/5862971362,37.0,176.0,103.0,异性恋,恋爱中
7050,7050,5373722432,_ju_pupu,女,广东,广州,,,未开通,,http://weibo.com/u/5373722432,53.0,555.0,164.0,,
7051,7051,6558808976,浮尘07159,女,其他,,真的真的太累了😔，不知是不是我想太多了,1997/4/10 0:00:00,未开通,,http://weibo.com/u/6558808976,27.0,1135.0,195.0,,
7052,7052,6467900416,搜索娇美孤寂寂,女,新疆,伊犁,,1989/4/24 0:00:00,未开通,,http://weibo.com/u/6467900416,8.0,1915.0,112.0,,
7053,7053,5182996715,小兵_62241,男,安徽,合肥,,1971/7/4 0:00:00,3级,,http://weibo.com/u/5182996715,2400.0,413.0,105.0,,
7054,7054,2925064395,徐情兽_491,男,湖北,襄阳,总有一段路要自己走完，那就勇敢得散步，华丽的走完,1993/9/13 0:00:00,未开通,,http://weibo.com/u/2925064395,556.0,2878.0,103.0,,
7055,7055,5970466562,戴隙事戴,男,湖北,荆州,,1980/4/15 0:00:00,未开通,,http://weibo.com/u/5970466562,233.0,1342.0,56.0,,
7056,7056,6427585398,楼迪锋_nnvuq,女,其他,,,1986/10/10 0:00:00,未开通,,http://weibo.com/u/6427585398,79.0,1443.0,151.0,,
7057,7057,6556233068,铁恩格斯TFx85,女,上海,,,,未开通,,http://weibo.com/u/6556233068,3.0,1677.0,24.0,,
7058,7058,6249962485,潮品Fake190,男,海外,其他,vx:super91918,白羊座,未开通,,http://weibo.com/u/6249962485,418.0,2450.0,108.0,,
7059,7059,6516975512,胡萝卜8295596,女,云南,,,,1级,,http://weibo.com/u/6516975512,172.0,4079.0,81.0,,
7060,7060,6151786793,鱼鱼老师的语文日记,女,海外,希腊,,2017/5/16 0:00:00,1级,,http://weibo.com/u/6151786793,2.0,174.0,25.0,,
7061,7061,5251488168,起个名字费死劲天啊_576,男,黑龙江,,,,未开通,,http://weibo.com/u/5251488168,66.0,196.0,63.0,,
7062,7062,5230250297,lindsaylss锐剑,女,贵州,,,,未开通,美食视频自媒体,http://weibo.com/u/5230250297,496.0,4325.0,697.0,,
7063,7063,6596353626,与功另宽来丁招容qylzd,男,广东,,,1997/8/8 0:00:00,未开通,,http://weibo.com/u/6596353626,0.0,198.0,1.0,,
7064,7064,6434907899,以缠论股,男,陕西,,技术分析，缠论交流！,,未开通,,http://weibo.com/LMsanyuesan,12.0,44.0,28.0,,
7065,7065,6430246277,鱼雨月,女,云南,临沧,,,未开通,,http://weibo.com/u/6430246277,28.0,1482.0,266.0,,
7066,7066,5813069977,凉城薄梦风轻眠7,女,北京,,成熟不是心变老，而是眼泪在眼里打转却还能保持微笑。,1992/9/17 0:00:00,未开通,,http://weibo.com/u/5813069977,50.0,214.0,163.0,,
7067,7067,3253634833,找寻自己_42430,男,安徽,淮南,,1984/11/22 0:00:00,未开通,,http://weibo.com/u/3253634833,36.0,244.0,38.0,,
7068,7068,5491043378,怀旧的乐咏,男,浙江,杭州,如果有一天我们不在一起了，也要像在一起一样。,狮子座,未开通,,http://weibo.com/u/5491043378,1599.0,1491.0,265.0,,
7069,7069,5050596183,·胖妮,女,青海,,🙆,1999/9/5 0:00:00,1级,,http://weibo.com/u/5050596183,9.0,154.0,1359.0,,
7070,7070,6051748508,嘟嘟嘴罒倒,女,其他,,,,未开通,前 常州市长扬风机有限公司 法定代表人,http://weibo.com/u/6051748508,494.0,3331.0,513.0,,
7071,7071,6570863195,Amanda然201105,女,其他,,,1997/7/1 0:00:00,未开通,,http://weibo.com/u/6570863195,0.0,20.0,7.0,,
7072,7072,6054104266,用户6054104266,男,重庆,,渐渐的知道了，很多东西可遇而不可求，不属于自己的，何必拼了命去在乎,,未开通,,http://weibo.com/u/6054104266,70.0,336.0,24.0,,
7073,7073,6383709948,本命犯天煞孤星,女,台湾,高雄市,这一生 总有一个人 老是跟你过不去 但你却很想 跟他走下去 就是他完全不符合你心中的标准 而你却还是那么喜欢他,01-01,4级,,http://weibo.com/u/6383709948,356.0,7378.0,1060.0,,
7074,7074,6439091234,萝莉控病根毓,男,湖南,长沙,一堆沙子是松散的，可是它和水泥、石子、水混合后，比花岗岩还坚韧。－－王杰,,未开通,,http://weibo.com/u/6439091234,134.0,208.0,164.0,,
7075,7075,6442081300,诚实的飞呢菁,男,湖南,永州,精神象乳汁一样是可以养育的，智慧便是一只乳房。,,未开通,,http://weibo.com/u/6442081300,137.0,206.0,179.0,,
7076,7076,1029303420,听云31,男,江苏,无锡,这个世界没有那么多好人，最起码我从来都不是。,,未开通,,http://weibo.com/u/1029303420,0.0,301.0,5.0,,
7077,7077,1827758802,劳伦斯游戏专用号_858,男,广东,深圳,有些人不是赢在了起跑线上，而是直接生在了终点。,天蝎座,未开通,,http://weibo.com/lawrenceshop,1.0,395.0,11.0,,
7078,7078,1228594075,不开心的棒棒糖5814,男,江苏,无锡,今日长分别，莪要永遠的祝福伱、伱會狠狠的幸福滴!,,未开通,,http://weibo.com/u/1228594075,3.0,750.0,18.0,,
7079,7079,6142597081,草原狼343020136,男,北京,,坚持在路上,1983/3/16 0:00:00,1级,,http://weibo.com/u/6142597081,50.0,378.0,113.0,,
7080,7080,6027255779,札记纵声失去,男,山东,淄博,,1989/2/26 0:00:00,未开通,,http://weibo.com/u/6027255779,213.0,1348.0,61.0,,
7081,7081,6594304533,向小田选股,男,北京,,,,未开通,,http://weibo.com/u/6594304533,1.0,859.0,12.0,,
7082,7082,6028233389,慕恋素雅干瘦4RHB,女,江苏,连云港,,1974/7/7 0:00:00,未开通,,http://weibo.com/u/6028233389,603.0,2434.0,56.0,,
7083,7083,6479503522,新健康管理,男,陕西,,健康需要管理,1967/11/6 0:00:00,1级,,http://weibo.com/sn029,16.0,333.0,75.0,,
7084,7084,1725961893,佳悦extravaganza,女,上海,普陀区,,,未开通,,http://weibo.com/u/1725961893,2595.0,2438.0,354.0,,
7085,7085,1573981054,乐园嘉许,男,北京,,,,未开通,,http://weibo.com/u/1573981054,1891.0,4845.0,215.0,,
7086,7086,6325369876,团籽1845,女,其他,,,,未开通,,http://weibo.com/u/6325369876,41.0,35.0,1.0,,
7087,7087,2368487531,Lxw_December,男,吉林,白山,不甘心做个平凡人,1993/12/30 0:00:00,3级,,http://weibo.com/u/2368487531,876.0,679.0,462.0,,
7088,7088,5391472176,梦里花落TYMyinshunyao时尚,女,江西,景德镇,爱很远了 很久没再见了,,未开通,,http://weibo.com/u/5391472176,1273.0,1190.0,141.0,,
7089,7089,5337244176,小乐顾stefanie_lam,男,江苏,连云港,,,未开通,,http://weibo.com/u/5337244176,43.0,518.0,127.0,,
7090,7090,5320034482,胡桃木下的jelly真人时尚,女,河北,沧州,,,未开通,,http://weibo.com/u/5320034482,1042.0,487.0,122.0,,
7091,7091,2542371531,李平丽275,男,天津,河北区,,,未开通,,http://weibo.com/u/2542371531,46.0,192.0,193.0,,
7092,7092,5835630191,SEUNGRI熊媛大宝贝,男,广西,桂林,,处女座,未开通,,http://weibo.com/u/5835630191,67.0,487.0,146.0,,
7093,7093,6580616389,紫色风铃_mpeg,女,陕西,,,2002/8/5 0:00:00,未开通,,http://weibo.com/u/6580616389,1.0,980.0,32.0,,
7094,7094,6556225176,铁恩格斯TDY71,女,海外,法国,,,未开通,,http://weibo.com/u/6556225176,3.0,1019.0,7.0,,
7095,7095,6556230152,小人物的故事演绎TC26,女,海外,法国,,,未开通,,http://weibo.com/u/6556230152,3.0,1787.0,77.0,,
7096,7096,6539690700,用户6539690700,女,海外,俄罗斯,,,未开通,,http://weibo.com/u/6539690700,6.0,2584.0,81.0,,
7097,7097,6505235749,用户6505235749,女,其他,,,,未开通,,http://weibo.com/u/6505235749,6.0,3736.0,161.0,,
7098,7098,5312509226,给予慧通山花,男,辽宁,辽阳,第一份工作的那点事儿,巨蟹座,未开通,,http://weibo.com/u/5312509226,469.0,3029.0,70.0,,
7099,7099,6364919800,裴36669,男,其他,,,,未开通,,http://weibo.com/u/6364919800,269.0,607.0,84.0,,
7100,7100,3760058290,LOVE惞固文,女,河北,石家庄,,,未开通,音乐视频自媒体,http://weibo.com/u/3760058290,89.0,456.0,1444.0,,
7101,7101,6191331253,哇呀伊呀呦,男,江苏,,,1972/5/27 0:00:00,未开通,时尚美妆视频自媒体,http://weibo.com/u/6191331253,290.0,2413.0,3136.0,,
7102,7102,6448485453,健s亮,女,广东,,,,未开通,时尚美妆视频自媒体,http://weibo.com/u/6448485453,46.0,2015.0,1681.0,,
7103,7103,6539282262,怒他正半乱么you,男,广东,广州,,1996/8/8 0:00:00,未开通,,http://weibo.com/u/6539282262,0.0,2920.0,35.0,,
7104,7104,6035540846,厨房宣扬词藻,男,河北,张家口,,1995/9/18 0:00:00,未开通,,http://weibo.com/u/6035540846,238.0,1509.0,54.0,,
7105,7105,6368274086,i徐一钉,男,北京,西城区,民族证券研发中心副总经理徐一钉,,未开通,,http://weibo.com/u/6368274086,164.0,1404.0,87.0,,
7106,7106,5929688878,用户5929688878,男,其他,,,,未开通,,http://weibo.com/u/5929688878,23.0,61.0,43.0,,
7107,7107,6549011464,nounou酱Ot04,女,海外,韩国,,,未开通,,http://weibo.com/u/6549011464,4.0,1522.0,44.0,,
7108,7108,6222875253,用户6222875253,男,山东,潍坊,,,未开通,,http://weibo.com/u/6222875253,0.0,119.0,8.0,,
7109,7109,6589736571,将这明拳春丁光掌wueei,男,广东,,,1997/8/8 0:00:00,未开通,,http://weibo.com/u/6589736571,0.0,595.0,27.0,,
7110,7110,5994943328,坚持不微博部长霞,女,甘肃,,,,未开通,甘肃源峰装饰工程有限责任公司媒介经理,http://weibo.com/u/5994943328,34.0,1425.0,1587.0,,
7111,7111,6587134742,艾琳墨900,男,其他,,,,未开通,,http://weibo.com/u/6587134742,48.0,45.0,41.0,,
7112,7112,6586916889,曲终人不散园2018,男,其他,,,,未开通,,http://weibo.com/u/6586916889,40.0,36.0,43.0,,
7113,7113,3973480320,苯笨爱笑无所谓,男,广西,北海,,1997/4/18 0:00:00,未开通,,http://weibo.com/u/3973480320,3426.0,1948.0,240.0,,
7114,7114,6539661972,用户6539661972,女,江苏,南京,,,未开通,,http://weibo.com/u/6539661972,4.0,3272.0,65.0,,
